,3MINDIA.NS,AARTIIND.NS,ABAN.NS,ABB.NS,ABGSHIP.NS,ABIRLANUV.NS,ACC.NS,ADANIENT.NS,ADANIPORT.NS,ADANIPOWE.NS,ADVANTA.NS,AIAENG.NS,AIL.NS,AKZOINDIA.NS,ALBK.NS,ALLCARGO.NS,ALOKTEXT.NS,ALSTOMT&D.NS,AMARAJABA.NS,AMBUJACEM.NS,AMTEKAUTO.NS,AMTEKINDI.NS,ANANTRAJ.NS,ANDHRABAN.NS,ANSALAPI.NS,APOLLOHOS.NS,APOLLOTYR.NS,APTECHT.NS,ARSHIYA.NS,ARVIND.NS,ASAHIINDI.NS,ASHOKLEY.NS,ASIANPAIN.NS,ASTRAZEN.NS,ATFL.NS,ATUL.NS,AUROPHARM.NS,AUTOAXLES.NS,AUTOIND.NS,AXISBANK.NS,BAJAJ-AUT.NS,BAJAJELEC.NS,BAJAJFINS.NS,BAJAJHIND.NS,BAJAJHLDN.NS,BAJFINANC.NS,BALKRISIN.NS,BALLARPUR.NS,BALMLAWRI.NS,BALRAMCHI.NS,BANARISUG.NS,BANCOINDI.NS,BANKBAROD.NS,BANKINDIA.NS,BASF.NS,BATAINDIA.NS,BBTC.NS,BEL.NS,BEML.NS,BEPL.NS,BERGEPAIN.NS,BFUTILITI.NS,BGRENERGY.NS,BHARATFOR.NS,BHARTIART.NS,BHEL.NS,BHUSANSTL.NS,BINDALAGR.NS,BIOCON.NS,BIRLACORP.NS,BLUEDART.NS,BLUESTARC.NS,BOC.NS,BOMDYEING.NS,BOSCHLTD.NS,BPCL.NS,BRFL.NS,BRIGADE.NS,BRITANNIA.NS,CADILAHC.NS,CAIRN.NS,CANBK.NS,CANFINHOM.NS,CARBORUNI.NS,CASTROL.NS,CENTENKA.NS,CENTRALBK.NS,CENTURYPL.NS,CENTURYTE.NS,CESC.NS,CHAMBLFER.NS,CHENNPETR.NS,CHOLAFIN.NS,CIPLA.NS,CLNINDIA.NS,CMC.NS,COALINDIA.NS,COLPAL.NS,CONCOR.NS,COREEDUTE.NS,COROMANDE.NS,CORPBANK.NS,COX&KINGS.NS,CRISIL.NS,CROMPGREA.NS,CUB.NS,CUMMINSIN.NS,DABUR.NS,DBREALTY.BO,DCB.NS,DCHL.NS,DCMSRMCON.NS,DCW.NS,DEEPAKFER.NS,DELTACORP.NS,DENABANK.NS,DHANBANK.NS,DHFL.NS,DISHMAN.NS,DISHTV.NS,DIVISLAB.NS,DLF.NS,DREDGECOR.NS,DRREDDY.NS,DYNAMATEC.NS,ECLERX.NS,EDELWEISS.NS,EDUCOMP.NS,EICHERMOT.NS,EIDPARRY.NS,EIHOTEL.NS,ELDERPHAR.NS,ELECTCAST.NS,ELGIEQUIP.NS,EMAMILTD.NS,ENGINERSI.NS,ENIL.NS,ERAINFRA.NS,EROSMEDIA.NS,ESABINDIA.NS,ESCORTS.NS,ESSAROIL.NS,ESSELPACK.NS,EXIDEIND.NS,FAGBEARIN.NS,FCH.NS,FDC.NS,FEDERALBN.NS,FINANTECH.NS,FINCABLES.NS,FINPIPE.NS,FKONCO.NS,FLEXITUFF.NS,FMGOETZE.NS,FORTIS.NS,FSL.NS,FUTUREVEN.NS,GAIL.NS,GAMMNINFR.NS,GAMMONIND.NS,GATI.NS,GDL.NS,GEOJITBNP.NS,GEOMETRIC.NS,GESHIP.NS,GHCL.NS,GILLETTE.NS,GIPCL.NS,GITANJALI.NS,GLAXO.NS,GLENMARK.NS,GMDCLTD.NS,GMRINFRA.NS,GNFC.NS,GODFRYPHL.NS,GODREJCP.NS,GODREJIND.NS,GODREJPRO.NS,GPPL.NS,GRAPHITE.NS,GRASIM.NS,GREAVESCO.NS,GSFC.NS,GSKCONS.NS,GSPL.NS,GTL.NS,GTOFFSHOR.NS,GUJALKALI.NS,GUJFLUORO.NS,GUJNRECOK.NS,GUJRATGAS.NS,GVKPIL.NS,HATHWAY.NS,HAVELLS.NS,HCC.NS,HCL-INSYS.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HDIL.NS,HEG.NS,HEROMOTOC.NS,HEXAWARE.NS,HFCL.NS,HIMATSEID.NS,HINDALCO.NS,HINDOILEX.NS,HINDPETRO.NS,HINDUNILV.NS,HINDZINC.NS,HONAUT.NS,HOTELEELA.NS,HSIL.NS,HTMEDIA.NS,HUBTOWN.NS,IBPOW.NS,IBREALEST.NS,IBSEC.NS,ICICIBANK.NS,ICRA.NS,IDBI.NS,IDEA.NS,IDFC.NS,IFCI.NS,IGL.NS,IL&FSENGG.NS,INDHOTEL.NS,INDIABULL.NS,INDIACEM.NS,INDIAGLYC.NS,INDIAINFO.NS,INDIANB.NS,INDORAMA.NS,INDRAMEDC.NS,INDSWFTLA.NS,INDUSINDB.NS,INFOTECEN.NS,INFY.NS,INGERRAND.NS,INGVYSYAB.NS,INNOIND.NS,IOB.NS,IOC.NS,IPCALAB.NS,IRB.NS,ITC.NS,IVRCLINFR.NS,J&KBANK.NS,JAGRAN.NS,JAIBALAJI.NS,JAICORPLT.NS,JBCHEPHAR.NS,JBFIND.NS,JETAIRWAY.NS,JINDALPOL.NS,JINDALSAW.NS,JINDALSTE.NS,JINDALSWH.NS,JISLJALEQ.NS,JKIL.NS,JKTYRE.NS,JMFINANCI.NS,JPASSOCIA.NS,JPINFRATE.NS,JPPOWER.NS,JSL.NS,JSWENERGY.NS,JSWISPAT.NS,JSWSTEEL.NS,JUBILANT.NS,JUBLFOOD.NS,JYOTISTRU.NS,KAJARIACE.NS,KALPATPOW.NS,KANSAINER.NS,KARURVYSY.NS,KCP.NS,KEC.NS,KEMROCK.NS,KESORAMIN.NS,KGL.NS,KOTAKBANK.NS,KPIT.NS,KSBPUMPS.NS,KSK.NS,KSOILS.NS,KTKBANK.NS,KWALITY.NS,L&TFH.NS,LAKSHVILA.NS,LAXMIMACH.NS,LICHSGFIN.NS,LITL.NS,LOVABLE.NS,LT.NS,LUPIN.NS,M&M.NS,M&MFIN.NS,MADRASCEM.NS,MAHLIFE.NS,MAHSEAMLE.NS,MANDHANA.NS,MANGCHEFE.NS,MANINFRA.NS,MARICO.NS,MARUTI.NS,MASTEK.NS,MAX.NS,MCDOWELL-.NS,MCLEODRUS.NS,MERCATOR.NS,MERCK.NS,MINDTREE.NS,MONNETISP.NS,MONSANTO.NS,MOTHERSUM.NS,MOTILALOF.NS,MPHASIS.NS,MRF.NS,MRPL.NS,MTNL.NS,MUTHOOTFI.NS,MVL.NS,NATIONALU.NS,NAUKRI.NS,NAVNETPUB.NS,NBVENTURE.NS,NCC.NS,NETWORK18.NS,NEYVELILI.NS,NHPC.NS,NIITLTD.NS,NILKAMAL.NS,NMDC.NS,NOIDATOLL.NS,NSE500,NTPC.NS,OBEROIRLT.NS,OFSS.NS,OIL.NS,OMAXE.NS,ONGC.NS,OPTOCIRCU.NS,ORBITCORP.NS,ORCHIDCHE.NS,ORIENTBAN.NS,ORIENTHOT.NS,ORIENTPPR.NS,ORISSAMIN.NS,PAGEIND.NS,PANTALOON.NS,PARSVNATH.NS,PATELENG.NS,PEL.NS,PENINLAND.NS,PERSISTEN.NS,PETRONET.NS,PFC.NS,PFIZER.NS,PFOCUS.NS,PGHH.NS,PHOENIXLT.NS,PIDILITIN.NS,PIPAVAVDO.NS,PNB.NS,POLARIS.NS,POWERGRID.NS,PRAJIND.NS,PRAKASH.NS,PRESTIGE.NS,PRISMCEM.NS,PSL.NS,PTC.NS,PUNJLLOYD.NS,PURVA.NS,RADICO.NS,RAJESHEXP.NS,RALLIS.NS,RAMCOIND.NS,RAMKY.NS,RANBAXY.NS,RAYMOND.NS,RCF.NS,RCOM.NS,RECLTD.NS,REDINGTON.NS,REIAGROLT.NS,RELCAPITA.NS,RELIANCE.NS,RELIGARE.NS,RELINFRA.NS,RENUKA.NS,RIIL.NS,ROLTA.NS,RPOWER.NS,RUCHISOYA.NS,SADBHAV.NS,SAIL.NS,SANOFI.NS,SBBJ.NS,SBIN.NS,SBT.NS,SCI.NS,SEINV.NS,SESAGOA.NS,SHANTIGEA.NS,SHASUNPHA.NS,SHLAKSHMI.NS,SHOPERSTO.NS,SHREEASHT.NS,SHREECEM.NS,SHRENUJ.NS,SHRIRAMCI.NS,SIEMENS.NS,SIMPLEXIN.NS,SINTEX.NS,SKFINDIA.NS,SKSMICRO.NS,SKUMARSYN.NS,SOBHA.NS,SONASTEER.NS,SONATSOFT.NS,SOUTHBANK.NS,SREINFRA.NS,SRF.NS,SRTRANSFI.NS,STAR.NS,STERLINBI.NS,STRTECH.NS,SUJANATOW.NS,SUNDARMFI.NS,SUNDRMFAS.NS,SUNPHARMA.NS,SUNTECK.NS,SUNTV.NS,SUPPETRO.NS,SUPREMEIN.NS,SUZLON.NS,SWARAJENG.NS,SYNDIBANK.NS,TATACHEM.NS,TATACOFFE.NS,TATACOMM.NS,TATAELXSI.NS,TATAGLOBA.NS,TATAINVES.NS,TATAMOTOR.NS,TATAPOWER.NS,TATASPONG.NS,TATASTEEL.NS,TCS.NS,TDPOWERSY.NS,TECHM.NS,TECHNO.NS,THERMAX.NS,THOMASCOO.NS,TINPLATE.NS,TITAN.NS,TNPL.NS,TORNTPHAR.NS,TORNTPOWE.NS,TREEHOUSE.NS,TRENT.NS,TTKPRESTI.NS,TUBEINVES.NS,TULIP.NS,TV18BRDCS.NS,TVSMOTOR.NS,UBHOLDING.NS,UBL.NS,UCOBANK.NS,UFLEX.NS,ULTRACEMC.NS,UNICHEMLA.NS,UNIONBANK.NS,UNIPHOS.NS,UNITECH.NS,UNITY.NS,USHAMART.NS,UTTAMSTL.NS,VAKRANSOF.NS,VARUNSHIP.NS,VENKEYS.NS,VESUVIUS.NS,VIDEOIND.NS,VIJAYABAN.NS,VIPIND.NS,VOLTAS.NS,VSTIND.NS,WABCO-TVS.NS,WELCORP.NS,WHIRLPOOL.NS,WIPRO.NS,WSTCSTPAP.NS,WYETH.NS,YESBANK.NS,ZEEL.NS,ZENSARTEC.NS,ZODIACLOT.NS,ZYDUSWELL.NS
2011-01-17 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-02 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-03 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-04 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
